148,Red Envelope Entertainment,0.0%,$6.7k,2,2,
149,Radio London Films,0.0%,$6.4k,1,1,
150,Mitropoulos Films,0.0%,$5.8k,2,2,
151,Lonely Seal Releasing,0.0%,$3.9k,1,1,
152,Jung N Restless Films,0.0%,$3.8k,1,1,
153,Diversa Films,0.0%,$3.6k,1,1,
154,Facets,0.0%,$3.0k,1,1,
155,ArcAngelo Entertainment,0.0%,$1.9k,1,1,
156,Bullz Eye Productions,0.0%,$1.5k,1,1,
157,Outsider Films,0.0%,$1.5k,1,1,
158,Sky Island Films,0.0%,$1.4k,1,1,
1,Sony / Columbia,18.6%,"$1,710.9",34,27,
2,Buena Vista,16.2%,"$1,492.6",25,19,
3,20th Century Fox,15.2%,"$1,398.4",28,24,
4,Warner Bros.,11.6%,"$1,065.8",27,21,
5,Paramount,10.3%,$947.3,19,16,
6,Universal,8.9%,$815.2,21,17,
7,Lionsgate,3.6%,$331.4,19,17,
8,New Line,2.7%,$251.5,13,10,
9,Weinstein Company,2.5%,$226.5,15,9,
10,MGM/UA,1.8%,$166.8,13,16,
11,Fox Searchlight,1.8%,$165.7,16,13,
12,Focus Features,1.3%,$118.5,9,7,
13,Rogue Pictures,0.7%,$65.4,4,4,
14,Sony Classics,0.7%,$60.4,24,17,
15,Miramax,0.5%,$45.9,9,9,
16,Yari Film Group,0.4%,$41.2,4,4,
17,Warner Independent,0.3%,$27.5,10,8,
18,Paramount Classics,0.3%,$26.9,4,4,
19,Picturehouse,0.3%,$23.9,7,6,
20,DreamWorks SKG,0.2%,$23.0,3,0,
21,Freestyle Releasing,0.2%,$20.0,9,9,
22,Paramount Vantage,0.2%,$19.8,1,1,
23,Alliance,0.2%,$18.0,7,8,
24,IDP,0.2%,$15.2,14,12,
25,IMAX,0.2%,$14.6,6,1,
26,8X Entertainment,0.1%,$13.4,1,1,
27,Rocky Mountain Pictures,0.1%,$12.1,5,5,
28,Magnolia,0.1%,$10.8,17,15,
29,ThinkFilm,0.1%,$10.7,25,21,
30,Yash Raj,0.1%,$8.3,4,4,
31,IFC,0.1%,$6.9,30,29,
32,N Wave,0.1%,$6.4,4,0,
33,UTV Communications,0.1%,$5.5,7,6,
34,Eros,0.0%,$4.4,9,9,
35,Wingate Distribution,0.0%,$3.1,1,1,
36,First Look,0.0%,$2.7,5,5,
37,AdLabs,0.0%,$2.6,4,4,
38,Romar Entertainment,0.0%,$2.4,1,1,
39,Rainbow Films,0.0%,$2.0,4,4,
40,Cineville,0.0%,$1.6,1,0,
41,SK Films,0.0%,$1.6,1,0,
42,Slowhand Cinema,0.0%,$1.2,7,5,
43,Shadow Dist.,0.0%,$1.2,7,2,
44,Zeitgeist,0.0%,$1.2,6,5,
45,Koch Lorber Films,0.0%,$1.1,4,3,
46,TLA Releasing,0.0%,$993k,7,5,
47,Rialto,0.0%,$957k,5,4,
48,"Libero, LLC",0.0%,$890k,1,1,
49,Excel,0.0%,$710k,1,1,
50,Palm,0.0%,$706k,12,11,
51,Ram Entertainment,0.0%,$617k,1,1,
52,First Run,0.0%,$588k,13,9,
53,Regent Releasing,0.0%,$563k,12,11,
54,Halestorm,0.0%,$544k,2,2,
55,Newmarket,0.0%,$519k,1,1,
56,Tartan,0.0%,$488k,7,5,
57,Strand,0.0%,$472k,18,14,
58,Echo Bridge Entertainment,0.0%,$472k,1,1,
59,Triumph,0.0%,$464k,1,1,
60,Indican,0.0%,$447k,12,6,
61,Kino,0.0%,$426k,8,7,
62,Cyan Pictures,0.0%,$425k,2,2,
63,ABS-CBN International,0.0%,$417k,3,3,
64,Cinema Guild,0.0%,$400k,4,2,
65,First Independent Pictures,0.0%,$387k,5,4,
66,Fabrication Films,0.0%,$383k,2,1,
67,Giant Screen Films,0.0%,$377k,2,0,
68,Truly Indie,0.0%,$318k,8,8,
69,International Film Circuit,0.0%,$306k,5,4,
70,Balcony Releasing,0.0%,$295k,6,5,
71,Silver Nitrate,0.0%,$274k,1,1,
72,Midnight Movies Entertainment,0.0%,$271k,1,1,
73,SenArt/Scranton-Lacy Films,0.0%,$254k,1,1,
74,The Bigger Picture,0.0%,$253k,1,1,
75,New Yorker,0.0%,$245k,9,7,
76,City Lights Pictures Releasing,0.0%,$225k,2,2,
77,Five & Two Pictures,0.0%,$224k,1,1,
78,120 Degree Films,0.0%,$210k,1,1,
79,Wellspring,0.0%,$178k,6,2,
80,Lovett Releasing,0.0%,$160k,1,0,
81,First Stripe Productions,0.0%,$150k,1,1,
82,Kindred Media Group,0.0%,$147k,3,3,
83,Picture This!,0.0%,$143k,6,3,
84,Cinema Libre,0.0%,$141k,5,5,
85,Cinema Libre Studio,0.0%,$141k,5,5,
86,Bauer Martinez Distribution,0.0%,$134k,2,2,
87,Emerging Pictures,0.0%,$120k,3,2,
88,7th Art,0.0%,$116k,2,2,
89,Vineyard Distribution,0.0%,$110k,1,0,
90,Janus Films,0.0%,$107k,1,1,
91,518 Media,0.0%,$100k,1,1,
92,Goodbye Cruel Releasing,0.0%,$91.2k,1,1,
93,California Newsreel,0.0%,$75.0k,1,1,
94,Arab Film Dist.,0.0%,$71.3k,4,3,
95,Gigantic Releasing,0.0%,$60.0k,1,1,
96,Meadowbrook Pictures,0.0%,$58.7k,1,0,
97,Icarus Films,0.0%,$56.0k,5,4,
98,Gorilla Factory Productions,0.0%,$55.4k,1,1,
99,Reel Source,0.0%,$53.6k,1,1,
100,Maya Entertainment,0.0%,$52.0k,1,1,
101,Thread Cross Films,0.0%,$47.2k,1,1,
102,Vitagraph,0.0%,$41.8k,1,1,
103,Pasidg Productions,0.0%,$40.8k,1,0,
104,Screen Media,0.0%,$38.9k,1,1,
105,Films Philos,0.0%,$36.6k,1,1,
106,"Millennium Films, Inc.",0.0%,$36.0k,1,1,
107,At Risk Films,0.0%,$35.4k,1,1,
108,Skouras,0.0%,$34.8k,1,1,
109,Women Make Movies,0.0%,$33.3k,1,1,
110,Aloha Releasing,0.0%,$32.8k,4,4,
111,Unico Entertainment,0.0%,$28.0k,1,1,
112,Ariztical Entertainment,0.0%,$25.4k,1,1,
113,Arrival Pictures,0.0%,$23.7k,2,1,
114,Quixotic Media,0.0%,$22.9k,1,1,
115,Screenland Films,0.0%,$22.9k,1,1,
116,Leisure Time,0.0%,$20.5k,1,1,
117,Skylight Pictures,0.0%,$20.1k,1,1,
118,Cinema Tropical,0.0%,$19.8k,1,1,
119,Mochary Films,0.0%,$19.8k,1,1,
120,Laemmle / Zeller Films,0.0%,$17.9k,2,1,
121,Abkco Films,0.0%,$17.1k,1,1,
122,Holedigger Studios,0.0%,$15.6k,1,0,
123,Fader Films,0.0%,$15.0k,1,0,
124,Sakura Production USA,0.0%,$15.0k,1,1,
125,HP Releasing,0.0%,$14.8k,1,1,
126,The 7th Floor,0.0%,$14.8k,2,2,
127,Rainbow Releasing,0.0%,$12.6k,1,1,
128,Tilapia Film,0.0%,$11.8k,1,1,
129,Sagewood Cinema Ventures,0.0%,$11.8k,1,1,
130,Newport Films,0.0%,$11.0k,1,1,
131,Delphi Film Foundation,0.0%,$9.4k,1,1,
132,Empire,0.0%,$8.1k,1,0,
133,Microangelo Entertainment,0.0%,$7.8k,1,1,
134,Roxie,0.0%,$7.5k,1,1,
135,The Disinformation Co.,0.0%,$7.5k,1,1,
136,Andes Film Company,0.0%,$7.1k,1,1,
137,Bill Plympton,0.0%,$5.3k,1,1,
138,Olive Films,0.0%,$4.8k,1,1,
139,Frontier Films,0.0%,$4.8k,1,1,
140,Castle Hill,0.0%,$4.5k,1,1,
141,Argot Pictures,0.0%,$3.9k,1,1,
142,Four Eyed Monsters,0.0%,$3.1k,1,1,
143,Unknown,0.0%,$3.0k,1,1,
144,Dog Lover's Symphony,0.0%,$3.0k,1,1,
145,ICA,0.0%,$2.5k,1,1,
146,Seventh Art,0.0%,$2.2k,1,1,
147,HB Filmworks,0.0%,$2.2k,1,1,
148,Artistic License,0.0%,$2.2k,1,1,
149,Movin' Picture Studios,0.0%,$2.0k,1,1,
150,Artmattan Prods.,0.0%,$1.9k,1,1,
151,Film Movement,0.0%,$1.4k,1,1,
152,Gold Circle,0.0%,$1.3k,1,1,
153,Luke Films,0.0%,$1.1k,1,0,
154,Oilrag Productions,0.0%,$0.8k,1,1,
155,Bullz Eye Productions,0.0%,$0.8k,1,1,
1,Warner Bros.,15.6%,"$1,377.1",25,19,
2,20th Century Fox,15.3%,"$1,353.9",21,18,
3,Universal,11.4%,"$1,010.2",24,19,
4,Buena Vista,10.4%,$921.5,23,17,
5,Sony / Columbia,10.4%,$917.8,27,24,
6,Paramount,9.4%,$832.2,17,12,
7,DreamWorks SKG,5.7%,$501.8,10,9,
8,New Line,4.8%,$420.5,13,10,
9,Lionsgate,3.2%,$284.0,20,18,
10,Dimension Films,2.1%,$185.1,7,6,
11,Miramax,2.1%,$183.7,17,14,
12,MGM/UA,2.1%,$181.5,10,9,
13,Warner Independent,1.3%,$114.5,7,6,
14,Focus Features,1.2%,$104.5,8,7,
15,Fox Searchlight,1.2%,$102.1,11,6,
16,Sony Classics,0.7%,$63.9,30,23,
17,Rogue Pictures,0.6%,$54.6,3,3,
18,Weinstein Company,0.5%,$46.9,6,7,
19,Paramount Classics,0.4%,$32.5,8,6,
20,IMAX,0.2%,$18.9,8,2,
21,IDP,0.2%,$17.6,10,9,
22,ThinkFilm,0.2%,$14.0,17,15,
23,N Wave,0.1%,$9.3,4,1,
24,Magnolia,0.1%,$9.2,8,8,
25,Newmarket,0.1%,$7.5,6,5,
26,IFC,0.1%,$7.3,13,12,
27,Eros,0.1%,$5.4,13,13,
28,Yash Raj,0.0%,$4.3,6,5,
29,Giant Screen Films,0.0%,$4.1,2,0,
30,Fine Line,0.0%,$4.0,5,3,
31,Shadow Dist.,0.0%,$3.4,6,5,
32,Aloha Releasing,0.0%,$3.0,1,1,
33,Slowhand Cinema,0.0%,$2.9,6,5,
34,Wellspring,0.0%,$2.8,17,10,
35,SK Films,0.0%,$2.7,1,0,
36,Picturehouse,0.0%,$2.7,4,4,
37,UTV Communications,0.0%,$2.5,6,5,
38,Excel,0.0%,$2.4,2,0,
39,Mongrel Media,0.0%,$2.3,1,1,
40,Vineyard Distribution,0.0%,$1.9,1,1,
41,Tartan,0.0%,$1.7,10,8,
42,Holedigger Studios,0.0%,$1.6,2,2,
43,Televisa Cine,0.0%,$1.4,2,2,
44,Emissary Productions,0.0%,$1.2,1,1,
45,"Monterey Media, Inc.",0.0%,$1.2,1,1,
46,Palm,0.0%,$1.1,7,7,
47,Freestyle Releasing,0.0%,$1.1,6,6,
48,Zeitgeist,0.0%,$1.0,5,5,
49,Empire,0.0%,$1.0,4,3,
50,Strand,0.0%,$968k,13,10,
51,Captured Light Distribution,0.0%,$898k,1,0,
52,Luke Films,0.0%,$852k,1,0,
53,Indican,0.0%,$846k,15,10,
54,Kino,0.0%,$768k,12,9,
55,Regent Releasing,0.0%,$588k,9,6,
56,Vitagraph,0.0%,$584k,6,6,
57,New Yorker,0.0%,$573k,10,7,
58,Halestorm,0.0%,$565k,3,2,
59,Rialto,0.0%,$559k,4,4,
60,Triumph,0.0%,$469k,1,1,
61,Cinema Guild,0.0%,$379k,5,3,
62,Northern Arts,0.0%,$337k,1,1,
63,First Look,0.0%,$332k,5,5,
64,Picture This!,0.0%,$331k,7,6,
65,Mela Films,0.0%,$316k,1,0,
66,TLA Releasing,0.0%,$283k,8,7,
67,Animation Show,0.0%,$247k,1,1,
68,First Run,0.0%,$233k,16,11,
69,Bauer Martinez Distribution,0.0%,$205k,1,1,
70,Main Street Movie Co.,0.0%,$203k,1,1,
71,Arrival Pictures,0.0%,$203k,1,1,
72,First Independent Pictures,0.0%,$176k,1,1,
73,Lange Releasing,0.0%,$165k,1,1,
74,Ariztical Entertainment,0.0%,$155k,1,1,
75,Geneon Entertainment,0.0%,$129k,1,1,
76,Emerging Pictures,0.0%,$124k,1,1,
77,Matson Films,0.0%,$121k,1,1,
78,Cinema Libre Studio,0.0%,$114k,4,3,
79,Cinema Libre,0.0%,$114k,4,3,
80,Koch Lorber Films,0.0%,$109k,3,3,
81,Illuminare Entertainment,0.0%,$103k,2,2,
82,International Film Circuit,0.0%,$98.4k,1,1,
83,Lovett Releasing,0.0%,$89.3k,1,1,
84,Meadowbrook Pictures,0.0%,$79.6k,1,1,
85,Goodbye Cruel Releasing,0.0%,$77.1k,1,1,
86,Avatar,0.0%,$76.0k,2,1,
87,Maxmedia/Endgame Pictures,0.0%,$73.7k,1,0,
88,Innovation Film Group,0.0%,$72.8k,1,1,
89,Cineville,0.0%,$72.4k,2,2,
90,Jour de Fete,0.0%,$72.1k,1,1,
91,California Newsreel,0.0%,$68.2k,1,1,
92,"Kria, Inc.",0.0%,$64.1k,3,3,
93,Wolfe Releasing,0.0%,$53.4k,3,2,
94,Economic Projections,0.0%,$49.0k,1,1,
95,Slippery Chicken Pictures,0.0%,$47.2k,1,1,
96,Five Sisters,0.0%,$46.8k,1,0,
97,Painted Zebra Releasing,0.0%,$46.0k,1,0,
98,Echo Bridge Entertainment,0.0%,$45.0k,1,1,
99,Laemmle / Zeller Films,0.0%,$42.5k,2,2,
100,Castle Hill,0.0%,$37.3k,7,6,
101,Artistic License,0.0%,$35.0k,2,2,
102,Fader Films,0.0%,$34.9k,1,1,
103,Film Movement,0.0%,$34.8k,1,1,
104,Viz Media,0.0%,$34.4k,1,1,
105,RBC Radio,0.0%,$34.3k,1,0,
106,Rainbow Releasing,0.0%,$31.9k,1,1,
107,Icarus Films,0.0%,$29.5k,4,3,
108,Balcony Releasing,0.0%,$29.3k,2,2,
109,Menemsha,0.0%,$26.7k,1,1,
110,Pillen's Farm Pictures,0.0%,$25.2k,1,1,
111,Embrem Entertainment,0.0%,$21.5k,1,1,
112,7th Art,0.0%,$20.1k,3,3,
113,Arab Film Dist.,0.0%,$18.8k,4,4,
114,Fabrication Films,0.0%,$16.8k,1,1,
115,Lifesize,0.0%,$15.2k,2,2,
116,Cockeyed Caravan,0.0%,$14.8k,1,1,
117,High Cotton Films,0.0%,$12.0k,1,1,
118,"Psychic Girls, LLC",0.0%,$11.1k,1,1,
119,Dada Films,0.0%,$11.0k,1,0,
120,Silver Plane Films,0.0%,$10.6k,1,1,
121,Dinsdale Releasing,0.0%,$10.3k,1,1,
122,Margin,0.0%,$10.2k,1,1,
123,Artmattan Prods.,0.0%,$9.4k,3,1,
124,Filmmates Corp.,0.0%,$9.1k,1,1,
125,Rumur Releasing,0.0%,$8.0k,1,1,
126,Unico Entertainment,0.0%,$6.5k,1,1,
127,Atopia,0.0%,$5.3k,1,0,
128,Big Fat Movies,0.0%,$4.7k,1,1,
129,Minority Films,0.0%,$4.3k,1,1,
130,Romar Entertainment,0.0%,$3.7k,1,1,
131,HB Filmworks,0.0%,$3.3k,1,1,
132,Rogue Arts,0.0%,$2.8k,1,1,
133,Hummingbird Pictures,0.0%,$2.2k,1,1,
134,Lumiere Productions,0.0%,$1.9k,1,1,
135,Leisure Time,0.0%,$1.9k,1,1,
136,Ent. Highway,0.0%,$0.6k,1,1,
137,Unknown,0.0%,$0.4k,1,1,
1,Sony / Columbia,14.3%,"$1,337.6",24,17,
2,Warner Bros.,12.9%,"$1,214.2",28,22,
3,Buena Vista,12.4%,"$1,159.1",28,20,
4,DreamWorks SKG,10.0%,$937.1,11,10,
5,20th Century Fox,9.9%,$930.0,18,14,
6,Universal,9.5%,$893.4,20,14,
7,Paramount,6.7%,$628.3,17,14,
8,New Line,4.6%,$430.2,14,10,
9,Newmarket,4.3%,$406.7,8,7,
10,Miramax,3.9%,$368.2,20,13,
11,Lionsgate,3.2%,$302.1,21,18,
12,MGM/UA,2.1%,$198.9,19,15,
13,Fox Searchlight,1.8%,$172.9,11,10,
14,Focus Features,1.0%,$94.5,7,5,
15,Sony Classics,0.4%,$41.0,29,22,
16,Rogue Pictures,0.3%,$30.6,2,2,
17,Dimension Films,0.2%,$20.8,4,1,
18,Giant Screen Films,0.2%,$16.6,2,0,
19,IMAX,0.2%,$15.0,7,1,
20,IDP,0.2%,$14.6,11,9,
21,Alliance,0.2%,$14.1,10,8,
22,Warner Independent,0.1%,$12.1,6,6,
23,Magnolia,0.1%,$10.5,10,10,
24,Fine Line,0.1%,$10.1,5,4,
25,Captured Light Distribution,0.1%,$10.0,1,1,
26,SK Films,0.1%,$9.7,1,0,
27,Triumph,0.1%,$9.2,1,1,
28,IFC,0.1%,$8.2,10,10,
29,ThinkFilm,0.1%,$7.0,13,11,
30,Christal Films,0.1%,$6.4,8,7,
31,Paramount Classics,0.1%,$6.3,10,9,
32,Televisa Cine,0.0%,$4.2,1,1,
33,Yash Raj,0.0%,$4.0,4,3,
34,Mulberry Square,0.0%,$3.8,1,1,
35,Eros,0.0%,$3.3,8,7,
36,New Yorker,0.0%,$2.9,9,5,
37,Wellspring,0.0%,$2.8,14,11,
38,Film Foundry,0.0%,$2.7,1,1,
39,N Wave,0.0%,$2.6,3,0,
40,Odeon,0.0%,$2.6,3,1,
41,TVA,0.0%,$2.6,3,2,
42,Excel,0.0%,$2.5,3,2,
43,Zeitgeist,0.0%,$2.4,7,7,
44,UTV Communications,0.0%,$1.8,3,3,
45,Luke Films,0.0%,$1.8,1,1,
46,Mongrel Media,0.0%,$1.6,1,1,
47,Halestorm,0.0%,$1.5,3,3,
48,Rialto,0.0%,$1.3,4,3,
49,Innovation Film Group,0.0%,$1.3,8,7,
50,Arenas Entertainment,0.0%,$1.1,2,2,
51,Zee TV,0.0%,$1.0,2,2,
52,TLA Releasing,0.0%,$998k,7,6,
53,Kino,0.0%,$915k,10,8,
54,Empire,0.0%,$856k,8,5,
55,Regent Releasing,0.0%,$820k,8,8,
56,Strand,0.0%,$725k,22,15,
57,Cinema Libre Studio,0.0%,$723k,3,3,
58,Rainbow Releasing,0.0%,$654k,2,1,
59,Mormon Movies,0.0%,$556k,1,0,
60,P & A Releasing,0.0%,$527k,1,1,
61,Palm,0.0%,$506k,16,12,
62,First Run,0.0%,$477k,17,11,
63,Vitagraph,0.0%,$447k,6,5,
64,Net Effect,0.0%,$425k,2,2,
65,Artistic License,0.0%,$406k,5,3,
66,Shadow Dist.,0.0%,$396k,4,0,
67,Indican,0.0%,$376k,8,5,
68,MAC Releasing,0.0%,$352k,2,2,
69,Dada Films,0.0%,$348k,2,2,
70,Seville,0.0%,$336k,2,2,
71,First Look,0.0%,$305k,4,3,
72,Cinema Service,0.0%,$298k,1,1,
73,Slugger Pictures,0.0%,$295k,1,1,
74,Emerging Pictures,0.0%,$275k,2,2,
75,Shakey,0.0%,$256k,1,1,
76,Tartan,0.0%,$248k,4,4,
77,Menemsha,0.0%,$237k,1,0,
78,Wild Rose,0.0%,$235k,1,1,
79,Cinema Libre,0.0%,$213k,1,1,
80,Unico Entertainment,0.0%,$201k,1,1,
81,RBC Radio,0.0%,$193k,1,1,
82,Lantern Lane,0.0%,$185k,2,2,
83,Koch Lorber Films,0.0%,$166k,1,1,
84,Cinema Guild,0.0%,$161k,3,3,
85,Gatekeeper,0.0%,$147k,1,0,
86,Unitel Pictures,0.0%,$133k,1,1,
87,Pak Films / Shotwell Media,0.0%,$131k,1,1,
88,7th Art,0.0%,$111k,1,1,
89,Non-Fiction Films,0.0%,$111k,1,1,
90,Slowhand Cinema,0.0%,$109k,1,1,
91,Panorama,0.0%,$106k,3,2,
92,Rainbow Films,0.0%,$98.3k,1,1,
93,Northern Arts,0.0%,$95.2k,2,2,
94,Citizens United,0.0%,$93.0k,1,1,
95,Wolfe Releasing,0.0%,$84.6k,3,3,
96,Picture This!,0.0%,$84.6k,3,3,
97,Norador Productions,0.0%,$82.9k,1,1,
98,Painted Zebra Releasing,0.0%,$81.3k,1,1,
99,K Film,0.0%,$80.0k,1,1,
100,Sister Films,0.0%,$79.8k,1,0,
101,Cristal,0.0%,$78.7k,1,1,
102,Every Tribe,0.0%,$67.4k,1,1,
103,Castle Hill,0.0%,$66.3k,3,2,
104,Abramorama,0.0%,$65.5k,2,2,
105,Mela Films,0.0%,$64.9k,1,1,
106,Icarus Films,0.0%,$63.9k,4,3,
107,Animation Show,0.0%,$62.2k,1,0,
108,Pathfinder,0.0%,$58.2k,1,1,
109,Artmattan Prods.,0.0%,$55.4k,4,3,
110,ISA Releasing,0.0%,$44.3k,1,1,
111,Jujitsu Films,0.0%,$39.9k,1,1,
112,Echelon Ent.,0.0%,$37.6k,3,3,
113,Avatar,0.0%,$35.5k,3,3,
114,Small Planet,0.0%,$31.0k,2,2,
115,Zion,0.0%,$29.8k,2,2,
116,Screen Media,0.0%,$28.3k,3,3,
117,Organic Pictures,0.0%,$27.2k,2,2,
118,Artrution,0.0%,$25.3k,1,1,
119,RKO,0.0%,$25.0k,1,1,
120,Magic Lamp,0.0%,$21.6k,1,1,
121,Sag Harbor Basement,0.0%,$20.4k,1,1,
122,Spit N' Glue,0.0%,$19.4k,1,0,
123,Small Island,0.0%,$16.7k,1,0,
124,Slamdance on the Road,0.0%,$16.3k,1,1,
125,Palo Alto Pictures,0.0%,$15.7k,1,1,
126,Hannover House,0.0%,$15.2k,1,1,
127,Illuminare Entertainment,0.0%,$14.2k,1,1,
128,Cinema Four,0.0%,$13.9k,3,3,
129,Film Movement,0.0%,$13.0k,1,1,
130,Big Ain't Bad Prods.,0.0%,$12.3k,1,1,
131,Prime Media Pictures,0.0%,$12.1k,1,1,
132,Rogue Arts,0.0%,$11.6k,1,1,
133,Random Productions,0.0%,$10.4k,1,1,
134,Lifesize,0.0%,$10.3k,1,1,
135,Atopia,0.0%,$9.1k,1,1,
136,CAVU,0.0%,$8.4k,1,0,
137,Cafe Entertainment Studio,0.0%,$7.6k,1,1,
138,Films Philos,0.0%,$7.0k,1,0,
139,Burton/Floyd,0.0%,$6.9k,1,1,
140,Sundance Film Series,0.0%,$6.6k,1,1,
141,Roxie,0.0%,$4.7k,1,0,
142,Leisure Time,0.0%,$3.9k,2,2,
143,Milestone,0.0%,$3.7k,1,1,
144,Plexifilm,0.0%,$3.6k,1,1,
145,Facets,0.0%,$2.8k,1,1,
146,Watch Releasing,0.0%,$2.6k,1,1,
147,RMH Media,0.0%,$2.5k,1,1,
148,Tag Entertainment,0.0%,$2.5k,1,1,
149,Five Sisters,0.0%,$2.4k,1,0,
150,Arab Film Dist.,0.0%,$1.7k,1,1,
151,Visionbox,0.0%,$1.6k,1,1,
152,Kathi Arts,0.0%,$1.4k,1,1,
153,Maxmedia/Endgame Pictures,0.0%,$0.9k,1,1,
154,Manhattan,0.0%,$0.0k,1,0,
1,Buena Vista,16.5%,"$1,524.0",29,19,
2,Sony / Columbia,13.0%,"$1,197.1",31,24,
3,Warner Bros.,12.8%,"$1,178.2",25,20,
4,Universal,11.6%,"$1,069.6",18,14,
5,New Line,10.1%,$934.4,16,13,
6,20th Century Fox,8.4%,$774.0,20,16,
7,Paramount,7.1%,$654.1,21,15,
8,Miramax,4.4%,$407.3,28,19,
9,MGM/UA,4.0%,$371.4,23,15,
10,Dimension Films,3.1%,$289.7,6,4,
11,DreamWorks SKG,3.0%,$272.9,10,7,
12,Fox Searchlight,1.3%,$121.5,13,10,
13,Focus Features,1.1%,$104.9,10,8,
14,Lionsgate,0.6%,$54.4,17,14,
15,Sony Classics,0.4%,$33.0,27,19,
16,IMAX,0.3%,$27.1,8,1,
17,Artisan,0.3%,$23.9,8,5,
18,Newmarket,0.2%,$22.3,6,5,
19,IFC,0.2%,$21.1,9,8,
20,Odeon,0.1%,$12.3,7,7,
21,IDP,0.1%,$10.6,12,10,
22,ThinkFilm,0.1%,$9.5,7,7,
23,Alliance,0.1%,$9.1,8,7,
24,Fine Line,0.1%,$7.2,2,2,
25,Zeitgeist,0.1%,$6.4,5,4,
26,RS,0.1%,$5.8,3,3,
27,Paramount Classics,0.1%,$5.4,9,6,
28,SK Films,0.0%,$4.3,1,1,
29,Manhattan,0.0%,$3.7,2,1,
30,Eros,0.0%,$3.6,10,10,
31,Magnolia,0.0%,$3.2,3,3,
32,Equinox,0.0%,$3.0,1,1,
33,Wellspring,0.0%,$3.0,9,7,
34,N Wave,0.0%,$2.8,3,0,
35,Yash Raj,0.0%,$2.7,3,2,
36,Warren Miller,0.0%,$2.4,1,1,
37,Christal Films,0.0%,$2.3,5,5,
38,Palm,0.0%,$2.2,10,10,
39,WGB.,0.0%,$1.8,1,0,
40,New Yorker,0.0%,$1.6,17,11,
41,Innovation Film Group,0.0%,$1.6,7,6,
42,Roxie,0.0%,$1.5,1,0,
43,Strand,0.0%,$1.4,17,12,
44,Vitagraph,0.0%,$1.4,3,3,
45,Rajshri Intl.,0.0%,$1.3,2,2,
46,Chris.,0.0%,$1.3,2,2,
47,Mormon Movies,0.0%,$1.1,1,1,
48,Halestorm,0.0%,$1.1,1,1,
49,TVA,0.0%,$957k,4,4,
50,Menemsha,0.0%,$865k,3,2,
51,Cowboy,0.0%,$861k,15,2,
52,First Run,0.0%,$849k,14,8,
53,Rialto,0.0%,$801k,7,5,
54,Seville,0.0%,$684k,1,1,
55,Avatar,0.0%,$679k,4,2,
56,Panorama,0.0%,$672k,2,1,
57,Kino,0.0%,$666k,11,7,
58,Indican,0.0%,$642k,8,5,
59,First Look,0.0%,$608k,5,5,
60,CAVU,0.0%,$595k,1,1,
61,Sundance Film Series,0.0%,$587k,4,4,
62,Gold Circle,0.0%,$570k,2,1,
63,TLA Releasing,0.0%,$568k,6,5,
64,Shadow Dist.,0.0%,$524k,3,4,
65,Five & Two Pictures,0.0%,$521k,1,0,
66,Small Planet,0.0%,$467k,4,3,
67,Megastar,0.0%,$410k,1,1,
68,MAC Releasing,0.0%,$400k,3,3,
69,Five Sisters,0.0%,$392k,1,0,
70,Excel,0.0%,$373k,2,1,
71,Artistic License,0.0%,$368k,2,3,
72,Tips,0.0%,$346k,1,1,
73,Animation Show,0.0%,$304k,1,1,
74,Arenaplex,0.0%,$291k,2,2,
75,Video Sound,0.0%,$285k,1,1,
76,Jet Films,0.0%,$261k,1,1,
77,Regent Releasing,0.0%,$246k,2,1,
78,Empire,0.0%,$203k,7,3,
79,Media Partners,0.0%,$195k,1,0,
80,Net Effect,0.0%,$192k,2,2,
81,Films Philos,0.0%,$176k,1,1,
82,Gatekeeper,0.0%,$165k,1,1,
83,Lang Films,0.0%,$165k,1,1,
84,Purple,0.0%,$138k,1,1,
85,Venevision,0.0%,$123k,2,2,
86,Picture This!,0.0%,$118k,2,1,
87,Spark Media,0.0%,$107k,1,1,
88,Music Masala Films,0.0%,$85.7k,1,1,
89,ADV Films,0.0%,$77.6k,1,1,
90,Cinema Guild,0.0%,$75.0k,3,2,
91,Trillion,0.0%,$71.7k,1,1,
92,Rainbow Releasing,0.0%,$57.6k,1,0,
93,120 Degree Films,0.0%,$56.1k,1,1,
94,Small Island,0.0%,$53.1k,1,1,
95,Lifesize,0.0%,$49.5k,1,1,
96,7th Art,0.0%,$48.7k,3,3,
97,MPE,0.0%,$37.7k,1,0,
98,Castle Hill,0.0%,$37.2k,4,3,
99,Facets,0.0%,$36.8k,2,2,
100,Cinema Tropical,0.0%,$33.1k,1,1,
101,DEJ,0.0%,$30.5k,1,1,
102,Leisure Time,0.0%,$30.2k,2,1,
103,Lot 47,0.0%,$24.6k,1,0,
104,Strata Prods.,0.0%,$21.4k,1,1,
105,JF Productions,0.0%,$19.8k,1,1,
106,Spanish Moss,0.0%,$19.4k,1,1,
107,Pioneer,0.0%,$16.2k,1,1,
108,Cinema Four,0.0%,$15.9k,5,5,
109,Paradise Acres,0.0%,$15.6k,1,1,
110,Spit N' Glue,0.0%,$14.9k,1,1,
111,Arab Film Dist.,0.0%,$14.3k,2,2,
112,Hollywood Global,0.0%,$11.5k,1,1,
113,Fish Eye,0.0%,$11.4k,1,1,
